,title,text,url
140,Amateur Boxing Chief Resigns - The New York Times,"[”, The embattled president of the world amateur boxing federation resigned four months after the group’s executive committee overwhelmingly approved a no-confidence motion against him for mismanaging the organization’s finances., The organization has spent more than $1 million on legal fees in the past year, its second largest expense after staff salaries., In October, Wu was also suspended by the A.I.B.A.’s disciplinary commission for entering into commercial agreements without the consent of the organization’s board., and would “ensure a smooth handover to the new leadership.]",https://www.nytimes.com/2017/11/20/sports/ching-kuo-wu-aiba.html
141,"Gerina Piller, Taking Maternity Leave, Vows to Play Again - The New York Times","[There’s going to be more brothers and sisters than kids.”Icher credited her longevity to the fact that her husband is her caddie., “]",https://www.nytimes.com/2017/11/20/sports/golf/gerina-piller-lpga-mothers.html
142,Nascar Season Ends at a Crossroad With Star Drivers Departing - The New York Times,"[But the real shocker was Friday’s announcement by Patrick, the sport’s only active female racer, that she too was ending her full-time career this weekend., It’s not worth it to me.”Stewart, long goodbye two years ago, and Tony Stewart’s departure last year., —, The money’s really tight, even for a team like ours,” said Earnhardt, who will continue as a team owner for JR Motorsports.]",https://www.nytimes.com/2017/11/19/sports/autoracing/nascar-season-finale.html
143,ATP Finals: Grigor Dimitrov Defeats David Goffin for Title - The New York Times,"[“, But he wasted four break points in the opening game of the final set, and those turned out to be his only chances.“I think after this week, “, but he needed more than that to get over the line., However, he has had problems closing matches out this season, having lost three times after holding match points, and had cause for concern when Goffin saved his first three to hold from 0-40 down at 2-5.Dimitrov served his way to 40-15 but let another chance drift away before Goffin finally netted a backhand volley to end the match.“I was a little bit tired in the third,” Goffin said.]",https://www.nytimes.com/2017/11/19/sports/tennis/atp-finals-dimitrov-goffin.html
144,"Pancho Segura, Tennis Great of the ’40s and ’50s, Dies at 96 - The New York Times","[“, I played for the sheikh of Kuwait and I played at midnight in Madrid for $1,000., He reached the singles semifinals of the United States Nationals in Forest Hills, Queens, every year from 1942 to 1945.Segura turned pro in 1947 and barnstormed around the world with Kramer and figures like Pancho Gonzalez, Bobby Riggs, Tony Trabert and the Australians Lew Hoad, Ken Rosewall and Frank Sedgman., Displaying a blistering two-handed forehand, a keen sense of court strategy and a crowd-pleasing flair, Segura flourished in the two decades preceding the open era, first as an amateur and then as a member of Jack Kramer’s pro tour., He won the prestigious U.S. Pro Tennis Championships singles title each year from 1950 to 1952.He was inducted into the International Tennis Hall of Fame in Newport, R.I., in 1984.Writing in Tennis magazine in 1973, Kramer called Segura’s forehand and Don Budge’s]",https://www.nytimes.com/2017/11/19/obituaries/pancho-segura-dies.html
145,College Football: Oklahoma State’s Slim Playoff Hopes Wither - The New York Times,"[No. 8 in the playoff rankings, kept its slim national championship hopes alive heading into its regular-season finale next Saturday at Stanford., The Hurricanes, No. 3 in the playoff rankings, erased two 14-point deficits., It was Oklahoma State’s third home loss, and it crushed the Cowboys’ already slim chances of reaching the playoff., The lower-division Bulldogs were out of the game quickly., Running backs Melvin Rouse and Zane Dudek combined for 106 yards rushing for Yale, which beat Harvard for a second straight season after previously losing nine in a row in the rivalry known as the Game.]",https://www.nytimes.com/2017/11/18/sports/college-football-oklahoma-state-michigan.html
146,"Yankees Interview Chris Woodward, a Dodgers Coach, for Their Managing Job - The New York Times","[Woodward, a 54th-round draft pick in 1994, spent parts of 12 seasons in the major leagues as a utility infielder, including 2005 and 2006 with the Mets., The Yankees interviewed the Los Angeles Dodgers’ third-base coach, Chris Woodward, for their manager’s job on Saturday.]",https://www.nytimes.com/2017/11/18/sports/baseball/yankees-interview-chris-woodward-a-dodgers-coach-for-their-managing-job.html
147,Dueling Letters Continue Jerry Jones’s N.F.L. Feud Over Roger Goodell - The New York Times,"[The messy battle between Jerry Jones, the Dallas Cowboys’ owner, and the N.F.L.’s compensation committee took an odd turn on Friday when Jones thanked the committee for agreeing to his demand that all owners review the extension of Commissioner Roger Goodell’s contract, which is now being completed., In a letter to the compensation committee, which has been working for six months on a five-year extension for Goodell, Jones said that he had been worried Goodell and the committee were trying to skirt the league’s constitution by not seeking a full vote on the new contract., The committee said Jones’s statements were “disappointing and undermine the spirit of partnership that has served our sport so well for so many decades.”The dueling letters continue a monthslong battle between Jones and the committee., In a letter back to Jones, sent on Saturday, a copy of which was reviewed by The New York Times, the compensation committee — which includes the owners of the Chiefs, Falcons, Giants, Patriots, Steelers and Texans, According to an article published by ESPN on Friday, Jones said that Goodell had promised him that Elliott would not be suspended for his involvement in a domestic abuse case.]",https://www.nytimes.com/2017/11/18/sports/football/jerry-jones-roger-goodell.html
148,Knicks Shoot and Defend Poorly Against a Short-Handed Toronto - The New York Times,"[“When they’re rolling and they’re going, all of a sudden the other guys get open looks.”Toronto played without two injured starters — forward Serge Ibaka (swollen left knee) and guard Norman Powell (right hip)., As the game went on, we still were struggling finding our rhythm and finding the best positions to attack from., It was just a rough night for us.”Hardaway and Porzingis each scored 13 points, and Enes Kanter had 12 for the Knicks, who fell behind by double-digits in a poor-shooting first half and couldn’t recover.“We let our offense affect us on the defensive end,” Kanter said., We’re not going to shoot the ball well every night, but it can’t affect us defensively.”DeRozan scored 16 in the second half, and Lowry finished with eight rebounds as Toronto won its third straight and improved to 5-1 at home.“Those guys are great players,, Reserve guard Delon Wright (dislocated right shoulder) also was unavailable.]",https://www.nytimes.com/2017/11/17/sports/basketball/knicks-shoot-and-defend-poorly-against-a-short-handed-toronto.html
149,Gabby Douglas Apologizes After Remark on Sexual Abuse Draws Fire - The New York Times,"[Responding to her former teammate Aly Raisman — who said on Twitter that women dressing “sexy” does not entitle men to shame or sexually abuse them — Ms. Douglas argued that it was incumbent on women “to dress modestly,” “be classy” and not attract “the wrong crowd.”The Twitter spat, which drew the ire of another former teammate — Simone Biles, who sided with Ms. Raisman — bubbled up about a week after Ms. Raisman said publicly that she was among the gymnasts who had been sexually abused by their team doctor., i am WITH you., Douglas replied to that message on Friday night, saying that the Twitter user had “misunderstood” her.“not blaming the victim at all,” she wrote., It is because of you that so many survivors live in fear.”At some point later on Friday, Ms. Douglas retweeted Ms. Raisman’s message, while also posting her own commentary about it.“It is our responsibility as women to dress modestly and be classy,” she wrote., On Friday night, Ms. Biles — who led the Americans to 2016 gold with Ms. Raisman and Ms. Douglas — posted her own message on Twitter that included a screenshot of Ms. Douglas’s critique.“shocks me that I’m seeing this]",https://www.nytimes.com/2017/11/17/sports/gabby-douglas-aly-raisman.html
